base,TID,NAME,WIDTH,HEIGHT,OX,OY,SX,SY,EX,EY
tileinfo,1312,WALL_PERMAROCK_LIGHTRED,32,32,0,0,32,1312,64,1344
tileinfo,1313,WALL_PERMAROCK_LIGHTMAGENTA,32,32,0,0,64,1312,96,1344
tileinfo,1314,WALL_PERMAROCK_YELLOW,32,32,0,0,96,1312,128,1344
tileinfo,1315,WALL_PERMAROCK_WHITE,32,32,0,0,128,1312,160,1344
tileinfo,1316,WALL_PERMAROCK_CLEAR,32,32,0,0,160,1312,192,1344
tileinfo,1317,WALL_PERMAROCK_CLEAR_RED,32,32,0,0,192,1312,224,1344
tileinfo,1318,WALL_PERMAROCK_CLEAR_BLUE,32,32,0,0,224,1312,256,1344
tileinfo,1319,WALL_PERMAROCK_CLEAR_GREEN,32,32,0,0,256,1312,288,1344
tileinfo,1320,WALL_PERMAROCK_CLEAR_MAGENTA,32,32,0,0,288,1312,320,1344
tileinfo,1321,WALL_PERMAROCK_CLEAR_BROWN,32,32,0,0,320,1312,352,1344
tileinfo,1322,WALL_PERMAROCK_CLEAR_LIGHTGRAY,32,32,0,0,352,1312,384,1344
tileinfo,1323,WALL_PERMAROCK_CLEAR_DARKGRAY,32,32,0,0,384,1312,416,1344
tileinfo,1324,WALL_PERMAROCK_CLEAR_LIGHTBLUE,32,32,0,0,416,1312,448,1344
tileinfo,1325,WALL_PERMAROCK_CLEAR_LIGHTGREEN,32,32,0,0,448,1312,480,1344
tileinfo,1326,WALL_PERMAROCK_CLEAR_LIGHTCYAN,32,32,0,0,480,1312,512,1344
tileinfo,1327,WALL_PERMAROCK_CLEAR_LIGHTRED,32,32,0,0,512,1312,544,1344
tileinfo,1328,WALL_PERMAROCK_CLEAR_LIGHTMAGENTA,32,32,0,0,544,1312,576,1344
tileinfo,1329,WALL_PERMAROCK_CLEAR_YELLOW,32,32,0,0,576,1312,608,1344
tileinfo,1330,WALL_PERMAROCK_CLEAR_WHITE,32,32,0,0,608,1312,640,1344
tileinfo,1331,DNGN_WALL_SHADOW,32,32,0,0,640,1312,672,1344
tileinfo,1332,DNGN_WALL_SHADOW_1,32,32,0,0,672,1312,704,1344
tileinfo,1333,DNGN_WALL_SHADOW_2,32,32,0,0,704,1312,736,1344
tileinfo,1334,DNGN_WALL_SHADOW_3,32,32,0,0,736,1312,768,1344
tileinfo,1335,DNGN_WALL_SHADOW_4,32,32,0,0,768,1312,800,1344
tileinfo,1336,DNGN_WALL_SHADOW_5,32,32,0,0,800,1312,832,1344
tileinfo,1337,DNGN_WALL_SHADOW_6,32,32,0,0,832,1312,864,1344
tileinfo,1338,DNGN_WALL_SHADOW_DARK,32,32,0,0,864,1312,896,1344
tileinfo,1339,DNGN_WALL_SHADOW_DARK_1,32,32,0,0,896,1312,928,1344
tileinfo,1340,DNGN_WALL_SHADOW_DARK_2,32,32,0,0,928,1312,960,1344
tileinfo,1341,DNGN_WALL_SHADOW_DARK_3,32,32,0,0,960,1312,992,1344
tileinfo,1342,DNGN_WALL_SHADOW_DARK_4,32,32,0,0,992,1312,1024,1344
tileinfo,1343,DNGN_WALL_SHADOW_DARK_5,32,32,0,0,0,1344,32,1376
tileinfo,1344,DNGN_WALL_SHADOW_DARK_6,32,32,0,0,32,1344,64,1376
tileinfo,1345,DNGN_WALL_ICY_WALL_OVERLAY,32,32,0,0,64,1344,96,1376
tileinfo,1346,DNGN_WALL_ICY_WALL_OVERLAY_1,32,32,0,0,96,1344,128,1376
tileinfo,1347,DNGN_WALL_ICY_WALL_OVERLAY_2,32,32,0,0,128,1344,160,1376
tileinfo,1348,DNGN_WALL_ICY_WALL_OVERLAY_3,32,32,0,0,160,1344,192,1376
tileinfo,1349,WALL_BRICK_DARK_LEAK,32,32,0,0,192,1344,224,1376
tileinfo,1350,BEDEVILED_CRYSTAL_ABYSS,32,32,0,0,224,1344,256,1376
tileinfo,1351,BEDEVILED_CRYSTAL_ABYSS_1,32,32,0,0,256,1344,288,1376
tileinfo,1352,BEDEVILED_CRYSTAL_GEHENNA,32,32,0,0,288,1344,320,1376
tileinfo,1353,BEDEVILED_CRYSTAL_GEHENNA_1,32,32,0,0,320,1344,352,1376
tileinfo,1354,BEDEVILED_CRYSTAL_COCYTUS,32,32,0,0,352,1344,384,1376
tileinfo,1355,BEDEVILED_CRYSTAL_COCYTUS_1,32,32,0,0,384,1344,416,1376
tileinfo,1356,BEDEVILED_CRYSTAL_DIS,32,32,0,0,416,1344,448,1376
tileinfo,1357,BEDEVILED_CRYSTAL_DIS_1,32,32,0,0,448,1344,480,1376
tileinfo,1358,BEDEVILED_CRYSTAL_TARTARUS,32,32,0,0,480,1344,512,1376
tileinfo,1359,BEDEVILED_CRYSTAL_TARTARUS_1,32,32,0,0,512,1344,544,1376
tileinfo,1360,BEDEVILED_CRYSTAL_PANDEMONIUM,32,32,0,0,544,1344,576,1376
tileinfo,1361,BEDEVILED_CRYSTAL_PANDEMONIUM_1,32,32,0,0,576,1344,608,1376
tileinfo,1362,BEDEVILED_CRYSTAL_PANDEMONIUM_2,32,32,0,0,608,1344,640,1376
tileinfo,1363,BEDEVILED_CRYSTAL_PANDEMONIUM_3,32,32,0,0,640,1344,672,1376
tileinfo,1364,DNGN_UNSEEN,32,32,0,0,0,0,32,32
tileinfo,1365,DNGN_ERROR,32,32,0,0,32,0,64,32
tileinfo,1366,FLOOR_GREY_DIRT,32,32,0,0,64,0,96,32
tileinfo,1367,FLOOR_GREY_DIRT_1,32,32,0,0,96,0,128,32
tileinfo,1368,FLOOR_GREY_DIRT_2,32,32,0,0,128,0,160,32
tileinfo,1369,FLOOR_GREY_DIRT_3,32,32,0,0,160,0,192,32
tileinfo,1370,FLOOR_GREY_DIRT_4,32,32,0,0,192,0,224,32
tileinfo,1371,FLOOR_GREY_DIRT_5,32,32,0,0,224,0,256,32
tileinfo,1372,FLOOR_GREY_DIRT_6,32,32,0,0,256,0,288,32
tileinfo,1373,FLOOR_GREY_DIRT_7,32,32,0,0,288,0,320,32
tileinfo,1374,FLOOR_GREY_DIRT_B,32,32,0,0,320,0,352,32
tileinfo,1375,FLOOR_GREY_DIRT_B_1,32,32,0,0,352,0,384,32
tileinfo,1376,FLOOR_GREY_DIRT_B_2,32,32,0,0,384,0,416,32
tileinfo,1377,FLOOR_GREY_DIRT_B_3,32,32,0,0,416,0,448,32
tileinfo,1378,FLOOR_GREY_DIRT_B_4,32,32,0,0,448,0,480,32
tileinfo,1379,FLOOR_GREY_DIRT_B_5,32,32,0,0,480,0,512,32
tileinfo,1380,FLOOR_GREY_DIRT_B_6,32,32,0,0,512,0,544,32
tileinfo,1381,FLOOR_GREY_DIRT_B_7,32,32,0,0,544,0,576,32
tileinfo,1382,FLOOR_PEBBLE,32,32,0,0,576,0,608,32
tileinfo,1383,FLOOR_PEBBLE_1,32,32,0,0,608,0,640,32
tileinfo,1384,FLOOR_PEBBLE_2,32,32,0,0,640,0,672,32
tileinfo,1385,FLOOR_PEBBLE_3,32,32,0,0,672,0,704,32
tileinfo,1386,FLOOR_PEBBLE_4,32,32,0,0,704,0,736,32
tileinfo,1387,FLOOR_PEBBLE_5,32,32,0,0,736,0,768,32
tileinfo,1388,FLOOR_PEBBLE_6,32,32,0,0,768,0,800,32
tileinfo,1389,FLOOR_PEBBLE_7,32,32,0,0,800,0,832,32
tileinfo,1390,FLOOR_PEBBLE_8,32,32,0,0,832,0,864,32
tileinfo,1391,FLOOR_PEBBLE_BROWN,32,32,0,0,864,0,896,32
tileinfo,1392,FLOOR_PEBBLE_BROWN_1,32,32,0,0,896,0,928,32
tileinfo,1393,FLOOR_PEBBLE_BROWN_2,32,32,0,0,928,0,960,32
tileinfo,1394,FLOOR_PEBBLE_BROWN_3,32,32,0,0,960,0,992,32
tileinfo,1395,FLOOR_PEBBLE_BROWN_4,32,32,0,0,992,0,1024,32
tileinfo,1396,FLOOR_PEBBLE_BROWN_5,32,32,0,0,0,32,32,64
tileinfo,1397,FLOOR_PEBBLE_BROWN_6,32,32,0,0,32,32,64,64
tileinfo,1398,FLOOR_PEBBLE_BROWN_7,32,32,0,0,64,32,96,64
tileinfo,1399,FLOOR_PEBBLE_BROWN_8,32,32,0,0,96,32,128,64
tileinfo,1400,FLOOR_PEBBLE_BLUE,32,32,0,0,128,32,160,64
tileinfo,1401,FLOOR_PEBBLE_BLUE_1,32,32,0,0,160,32,192,64
tileinfo,1402,FLOOR_PEBBLE_BLUE_2,32,32,0,0,192,32,224,64
tileinfo,1403,FLOOR_PEBBLE_BLUE_3,32,32,0,0,224,32,256,64
tileinfo,1404,FLOOR_PEBBLE_BLUE_4,32,32,0,0,256,32,288,64
tileinfo,1405,FLOOR_PEBBLE_BLUE_5,32,32,0,0,288,32,320,64
tileinfo,1406,FLOOR_PEBBLE_BLUE_6,32,32,0,0,320,32,352,64
tileinfo,1407,FLOOR_PEBBLE_BLUE_7,32,32,0,0,352,32,384,64
tileinfo,1408,FLOOR_PEBBLE_BLUE_8,32,32,0,0,384,32,416,64
tileinfo,1409,FLOOR_PEBBLE_GREEN,32,32,0,0,416,32,448,64
tileinfo,1410,FLOOR_PEBBLE_GREEN_1,32,32,0,0,448,32,480,64
tileinfo,1411,FLOOR_PEBBLE_GREEN_2,32,32,0,0,480,32,512,64
tileinfo,1412,FLOOR_PEBBLE_GREEN_3,32,32,0,0,512,32,544,64
tileinfo,1413,FLOOR_PEBBLE_GREEN_4,32,32,0,0,544,32,576,64
tileinfo,1414,FLOOR_PEBBLE_GREEN_5,32,32,0,0,576,32,608,64
tileinfo,1415,FLOOR_PEBBLE_GREEN_6,32,32,0,0,608,32,640,64
tileinfo,1416,FLOOR_PEBBLE_GREEN_7,32,32,0,0,640,32,672,64
tileinfo,1417,FLOOR_PEBBLE_GREEN_8,32,32,0,0,672,32,704,64
tileinfo,1418,FLOOR_PEBBLE_CYAN,32,32,0,0,704,32,736,64
tileinfo,1419,FLOOR_PEBBLE_CYAN_1,32,32,0,0,736,32,768,64
tileinfo,1420,FLOOR_PEBBLE_CYAN_2,32,32,0,0,768,32,800,64
tileinfo,1421,FLOOR_PEBBLE_CYAN_3,32,32,0,0,800,32,832,64
tileinfo,1422,FLOOR_PEBBLE_CYAN_4,32,32,0,0,832,32,864,64
tileinfo,1423,FLOOR_PEBBLE_CYAN_5,32,32,0,0,864,32,896,64
tileinfo,1424,FLOOR_PEBBLE_CYAN_6,32,32,0,0,896,32,928,64
tileinfo,1425,FLOOR_PEBBLE_CYAN_7,32,32,0,0,928,32,960,64
tileinfo,1426,FLOOR_PEBBLE_CYAN_8,32,32,0,0,960,32,992,64
tileinfo,1427,FLOOR_PEBBLE_RED,32,32,0,0,992,32,1024,64
tileinfo,1428,FLOOR_PEBBLE_RED_1,32,32,0,0,0,64,32,96
tileinfo,1429,FLOOR_PEBBLE_RED_2,32,32,0,0,32,64,64,96
tileinfo,1430,FLOOR_PEBBLE_RED_3,32,32,0,0,64,64,96,96
tileinfo,1431,FLOOR_PEBBLE_RED_4,32,32,0,0,96,64,128,96
tileinfo,1432,FLOOR_PEBBLE_RED_5,32,32,0,0,128,64,160,96
tileinfo,1433,FLOOR_PEBBLE_RED_6,32,32,0,0,160,64,192,96
tileinfo,1434,FLOOR_PEBBLE_RED_7,32,32,0,0,192,64,224,96
tileinfo,1435,FLOOR_PEBBLE_RED_8,32,32,0,0,224,64,256,96
tileinfo,1436,FLOOR_PEBBLE_MAGENTA,32,32,0,0,256,64,288,96
tileinfo,1437,FLOOR_PEBBLE_MAGENTA_1,32,32,0,0,288,64,320,96
tileinfo,1438,FLOOR_PEBBLE_MAGENTA_2,32,32,0,0,320,64,352,96
tileinfo,1439,FLOOR_PEBBLE_MAGENTA_3,32,32,0,0,352,64,384,96
tileinfo,1440,FLOOR_PEBBLE_MAGENTA_4,32,32,0,0,384,64,416,96
tileinfo,1441,FLOOR_PEBBLE_MAGENTA_5,32,32,0,0,416,64,448,96
tileinfo,1442,FLOOR_PEBBLE_MAGENTA_6,32,32,0,0,448,64,480,96
tileinfo,1443,FLOOR_PEBBLE_MAGENTA_7,32,32,0,0,480,64,512,96
tileinfo,1444,FLOOR_PEBBLE_MAGENTA_8,32,32,0,0,512,64,544,96
tileinfo,1445,FLOOR_PEBBLE_DARKGRAY,32,32,0,0,544,64,576,96
tileinfo,1446,FLOOR_PEBBLE_DARKGRAY_1,32,32,0,0,576,64,608,96
tileinfo,1447,FLOOR_PEBBLE_DARKGRAY_2,32,32,0,0,608,64,640,96
tileinfo,1448,FLOOR_PEBBLE_DARKGRAY_3,32,32,0,0,640,64,672,96
tileinfo,1449,FLOOR_PEBBLE_DARKGRAY_4,32,32,0,0,672,64,704,96
tileinfo,1450,FLOOR_PEBBLE_DARKGRAY_5,32,32,0,0,704,64,736,96
tileinfo,1451,FLOOR_PEBBLE_DARKGRAY_6,32,32,0,0,736,64,768,96
tileinfo,1452,FLOOR_PEBBLE_DARKGRAY_7,32,32,0,0,768,64,800,96
tileinfo,1453,FLOOR_PEBBLE_DARKGRAY_8,32,32,0,0,800,64,832,96
tileinfo,1454,FLOOR_PEBBLE_LIGHTBLUE,32,32,0,0,832,64,864,96
tileinfo,1455,FLOOR_PEBBLE_LIGHTBLUE_1,32,32,0,0,864,64,896,96
tileinfo,1456,FLOOR_PEBBLE_LIGHTBLUE_2,32,32,0,0,896,64,928,96
tileinfo,1457,FLOOR_PEBBLE_LIGHTBLUE_3,32,32,0,0,928,64,960,96
tileinfo,1458,FLOOR_PEBBLE_LIGHTBLUE_4,32,32,0,0,960,64,992,96
tileinfo,1459,FLOOR_PEBBLE_LIGHTBLUE_5,32,32,0,0,992,64,1024,96
tileinfo,1460,FLOOR_PEBBLE_LIGHTBLUE_6,32,32,0,0,0,96,32,128
tileinfo,1461,FLOOR_PEBBLE_LIGHTBLUE_7,32,32,0,0,32,96,64,128
tileinfo,1462,FLOOR_PEBBLE_LIGHTBLUE_8,32,32,0,0,64,96,96,128
tileinfo,1463,FLOOR_PEBBLE_LIGHTGREEN,32,32,0,0,96,96,128,128
tileinfo,1464,FLOOR_PEBBLE_LIGHTGREEN_1,32,32,0,0,128,96,160,128
tileinfo,1465,FLOOR_PEBBLE_LIGHTGREEN_2,32,32,0,0,160,96,192,128
tileinfo,1466,FLOOR_PEBBLE_LIGHTGREEN_3,32,32,0,0,192,96,224,128
tileinfo,1467,FLOOR_PEBBLE_LIGHTGREEN_4,32,32,0,0,224,96,256,128
tileinfo,1468,FLOOR_PEBBLE_LIGHTGREEN_5,32,32,0,0,256,96,288,128
tileinfo,1469,FLOOR_PEBBLE_LIGHTGREEN_6,32,32,0,0,288,96,320,128
tileinfo,1470,FLOOR_PEBBLE_LIGHTGREEN_7,32,32,0,0,320,96,352,128
tileinfo,1471,FLOOR_PEBBLE_LIGHTGREEN_8,32,32,0,0,352,96,384,128
tileinfo,1472,FLOOR_PEBBLE_LIGHTCYAN,32,32,0,0,384,96,416,128
tileinfo,1473,FLOOR_PEBBLE_LIGHTCYAN_1,32,32,0,0,416,96,448,128
tileinfo,1474,FLOOR_PEBBLE_LIGHTCYAN_2,32,32,0,0,448,96,480,128
tileinfo,1475,FLOOR_PEBBLE_LIGHTCYAN_3,32,32,0,0,480,96,512,128
tileinfo,1476,FLOOR_PEBBLE_LIGHTCYAN_4,32,32,0,0,512,96,544,128
tileinfo,1477,FLOOR_PEBBLE_LIGHTCYAN_5,32,32,0,0,544,96,576,128
tileinfo,1478,FLOOR_PEBBLE_LIGHTCYAN_6,32,32,0,0,576,96,608,128
tileinfo,1479,FLOOR_PEBBLE_LIGHTCYAN_7,32,32,0,0,608,96,640,128
tileinfo,1480,FLOOR_PEBBLE_LIGHTCYAN_8,32,32,0,0,640,96,672,128
tileinfo,1481,FLOOR_PEBBLE_LIGHTRED,32,32,0,0,672,96,704,128
tileinfo,1482,FLOOR_PEBBLE_LIGHTRED_1,32,32,0,0,704,96,736,128
tileinfo,1483,FLOOR_PEBBLE_LIGHTRED_2,32,32,0,0,736,96,768,128
tileinfo,1484,FLOOR_PEBBLE_LIGHTRED_3,32,32,0,0,768,96,800,128
tileinfo,1485,FLOOR_PEBBLE_LIGHTRED_4,32,32,0,0,800,96,832,128
tileinfo,1486,FLOOR_PEBBLE_LIGHTRED_5,32,32,0,0,832,96,864,128
tileinfo,1487,FLOOR_PEBBLE_LIGHTRED_6,32,32,0,0,864,96,896,128
tileinfo,1488,FLOOR_PEBBLE_LIGHTRED_7,32,32,0,0,896,96,928,128
tileinfo,1489,FLOOR_PEBBLE_LIGHTRED_8,32,32,0,0,928,96,960,128
tileinfo,1490,FLOOR_PEBBLE_LIGHTMAGENTA,32,32,0,0,960,96,992,128
tileinfo,1491,FLOOR_PEBBLE_LIGHTMAGENTA_1,32,32,0,0,992,96,1024,128
tileinfo,1492,FLOOR_PEBBLE_LIGHTMAGENTA_2,32,32,0,0,0,128,32,160
tileinfo,1493,FLOOR_PEBBLE_LIGHTMAGENTA_3,32,32,0,0,32,128,64,160
tileinfo,1494,FLOOR_PEBBLE_LIGHTMAGENTA_4,32,32,0,0,64,128,96,160
tileinfo,1495,FLOOR_PEBBLE_LIGHTMAGENTA_5,32,32,0,0,96,128,128,160
tileinfo,1496,FLOOR_PEBBLE_LIGHTMAGENTA_6,32,32,0,0,128,128,160,160
tileinfo,1497,FLOOR_PEBBLE_LIGHTMAGENTA_7,32,32,0,0,160,128,192,160
tileinfo,1498,FLOOR_PEBBLE_LIGHTMAGENTA_8,32,32,0,0,192,128,224,160
tileinfo,1499,FLOOR_PEBBLE_YELLOW,32,32,0,0,224,128,256,160
tileinfo,1500,FLOOR_PEBBLE_YELLOW_1,32,32,0,0,256,128,288,160
tileinfo,1501,FLOOR_PEBBLE_YELLOW_2,32,32,0,0,288,128,320,160
tileinfo,1502,FLOOR_PEBBLE_YELLOW_3,32,32,0,0,320,128,352,160
tileinfo,1503,FLOOR_PEBBLE_YELLOW_4,32,32,0,0,352,128,384,160
tileinfo,1504,FLOOR_PEBBLE_YELLOW_5,32,32,0,0,384,128,416,160
tileinfo,1505,FLOOR_PEBBLE_YELLOW_6,32,32,0,0,416,128,448,160
tileinfo,1506,FLOOR_PEBBLE_YELLOW_7,32,32,0,0,448,128,480,160
tileinfo,1507,FLOOR_PEBBLE_YELLOW_8,32,32,0,0,480,128,512,160
tileinfo,1508,FLOOR_PEBBLE_WHITE,32,32,0,0,512,128,544,160
tileinfo,1509,FLOOR_PEBBLE_WHITE_1,32,32,0,0,544,128,576,160
tileinfo,1510,FLOOR_PEBBLE_WHITE_2,32,32,0,0,576,128,608,160
tileinfo,1511,FLOOR_PEBBLE_WHITE_3,32,32,0,0,608,128,640,160
tileinfo,1512,FLOOR_PEBBLE_WHITE_4,32,32,0,0,640,128,672,160
tileinfo,1513,FLOOR_PEBBLE_WHITE_5,32,32,0,0,672,128,704,160
tileinfo,1514,FLOOR_PEBBLE_WHITE_6,32,32,0,0,704,128,736,160
tileinfo,1515,FLOOR_PEBBLE_WHITE_7,32,32,0,0,736,128,768,160
tileinfo,1516,FLOOR_PEBBLE_WHITE_8,32,32,0,0,768,128,800,160
tileinfo,1517,FLOOR_PEBBLE_DARKBROWN,32,32,0,0,800,128,832,160
tileinfo,1518,FLOOR_PEBBLE_DARKBROWN_1,32,32,0,0,832,128,864,160
tileinfo,1519,FLOOR_PEBBLE_DARKBROWN_2,32,32,0,0,864,128,896,160
tileinfo,1520,FLOOR_PEBBLE_DARKBROWN_3,32,32,0,0,896,128,928,160
tileinfo,1521,FLOOR_PEBBLE_DARKBROWN_4,32,32,0,0,928,128,960,160
tileinfo,1522,FLOOR_PEBBLE_DARKBROWN_5,32,32,0,0,960,128,992,160
tileinfo,1523,FLOOR_PEBBLE_DARKBROWN_6,32,32,0,0,992,128,1024,160
tileinfo,1524,FLOOR_PEBBLE_DARKBROWN_7,32,32,0,0,0,160,32,192
tileinfo,1525,FLOOR_PEBBLE_DARKBROWN_8,32,32,0,0,32,160,64,192
tileinfo,1526,FLOOR_HALL,32,32,0,0,64,160,96,192
tileinfo,1527,FLOOR_HALL_1,32,32,0,0,96,160,128,192
tileinfo,1528,FLOOR_HALL_2,32,32,0,0,128,160,160,192
tileinfo,1529,FLOOR_HALL_3,32,32,0,0,160,160,192,192
tileinfo,1530,FLOOR_MUD,32,32,0,0,192,160,224,192
tileinfo,1531,FLOOR_MUD_1,32,32,0,0,224,160,256,192
tileinfo,1532,FLOOR_MUD_2,32,32,0,0,256,160,288,192
tileinfo,1533,FLOOR_MUD_3,32,32,0,0,288,160,320,192
tileinfo,1534,FLOOR_ICE,32,32,0,0,320,160,352,192
tileinfo,1535,FLOOR_ICE_1,32,32,0,0,352,160,384,192
tileinfo,1536,FLOOR_ICE_2,32,32,0,0,384,160,416,192
tileinfo,1537,FLOOR_ICE_3,32,32,0,0,416,160,448,192
tileinfo,1538,FLOOR_LAIR,32,32,0,0,448,160,480,192
tileinfo,1539,FLOOR_LAIR_1,32,32,0,0,480,160,512,192
tileinfo,1540,FLOOR_LAIR_2,32,32,0,0,512,160,544,192
tileinfo,1541,FLOOR_LAIR_3,32,32,0,0,544,160,576,192
tileinfo,1542,FLOOR_LAIR_4,32,32,0,0,576,160,608,192
tileinfo,1543,FLOOR_LAIR_5,32,32,0,0,608,160,640,192
tileinfo,1544,FLOOR_LAIR_6,32,32,0,0,640,160,672,192
tileinfo,1545,FLOOR_LAIR_7,32,32,0,0,672,160,704,192
tileinfo,1546,FLOOR_LAIR_8,32,32,0,0,704,160,736,192
tileinfo,1547,FLOOR_LAIR_9,32,32,0,0,736,160,768,192
tileinfo,1548,FLOOR_LAIR_10,32,32,0,0,768,160,800,192
tileinfo,1549,FLOOR_LAIR_11,32,32,0,0,800,160,832,192
tileinfo,1550,FLOOR_LAIR_12,32,32,0,0,832,160,864,192
tileinfo,1551,FLOOR_LAIR_13,32,32,0,0,864,160,896,192
tileinfo,1552,FLOOR_LAIR_14,32,32,0,0,896,160,928,192
tileinfo,1553,FLOOR_LAIR_15,32,32,0,0,928,160,960,192
tileinfo,1554,FLOOR_ORC,32,32,0,0,960,160,992,192
tileinfo,1555,FLOOR_ORC_1,32,32,0,0,992,160,1024,192
tileinfo,1556,FLOOR_ORC_2,32,32,0,0,0,192,32,224
tileinfo,1557,FLOOR_ORC_3,32,32,0,0,32,192,64,224
tileinfo,1558,FLOOR_ORC_4,32,32,0,0,64,192,96,224
tileinfo,1559,FLOOR_ORC_5,32,32,0,0,96,192,128,224
tileinfo,1560,FLOOR_ORC_6,32,32,0,0,128,192,160,224
tileinfo,1561,FLOOR_ORC_7,32,32,0,0,160,192,192,224
tileinfo,1562,FLOOR_MOSS,32,32,0,0,192,192,224,224
tileinfo,1563,FLOOR_MOSS_1,32,32,0,0,224,192,256,224
tileinfo,1564,FLOOR_MOSS_2,32,32,0,0,256,192,288,224
tileinfo,1565,FLOOR_MOSS_3,32,32,0,0,288,192,320,224
tileinfo,1566,FLOOR_SLIME,32,32,0,0,320,192,352,224
tileinfo,1567,FLOOR_SLIME_1,32,32,0,0,352,192,384,224
tileinfo,1568,FLOOR_SLIME_2,32,32,0,0,384,192,416,224
tileinfo,1569,FLOOR_SLIME_3,32,32,0,0,416,192,448,224
tileinfo,1570,FLOOR_SLIME_ACIDIC,32,32,0,0,448,192,480,224
tileinfo,1571,FLOOR_SLIME_ACIDIC_1,32,32,0,0,480,192,512,224
tileinfo,1572,FLOOR_SLIME_ACIDIC_2,32,32,0,0,512,192,544,224
tileinfo,1573,FLOOR_SLIME_ACIDIC_3,32,32,0,0,544,192,576,224
tileinfo,1574,FLOOR_ICY,32,32,0,0,576,192,608,224
tileinfo,1575,FLOOR_ICY_1,32,32,0,0,608,192,640,224
tileinfo,1576,FLOOR_ICY_2,32,32,0,0,640,192,672,224
tileinfo,1577,FLOOR_ICY_3,32,32,0,0,672,192,704,224
tileinfo,1578,SLIME_OVERLAY,32,32,0,0,704,192,736,199
tileinfo,1579,SLIME_OVERLAY_1,32,32,25,0,736,192,743,224
tileinfo,1580,SLIME_OVERLAY_2,32,32,0,25,743,192,775,199
tileinfo,1581,SLIME_OVERLAY_3,32,32,0,0,775,192,782,224
tileinfo,1582,SLIME_OVERLAY_4,32,32,0,0,782,192,789,199
tileinfo,1583,SLIME_OVERLAY_5,32,32,25,0,782,199,789,205
tileinfo,1584,SLIME_OVERLAY_6,32,32,25,25,782,205,789,212
tileinfo,1585,SLIME_OVERLAY_7,32,32,0,25,782,212,789,219
tileinfo,1586,ICE_OVERLAY,32,32,0,0,789,192,821,199
tileinfo,1587,ICE_OVERLAY_1,32,32,25,0,821,192,828,224
tileinfo,1588,ICE_OVERLAY_2,32,32,0,25,828,192,860,199
tileinfo,1589,ICE_OVERLAY_3,32,32,0,0,860,192,867,224
tileinfo,1590,ICE_OVERLAY_4,32,32,0,0,867,192,874,199
tileinfo,1591,ICE_OVERLAY_5,32,32,25,0,867,199,874,205
tileinfo,1592,ICE_OVERLAY_6,32,32,25,25,867,205,874,212
tileinfo,1593,ICE_OVERLAY_7,32,32,0,25,867,212,874,219
tileinfo,1594,FLOOR_SNAKE_A,32,32,0,0,874,192,906,224
tileinfo,1595,FLOOR_SNAKE_A_1,32,32,0,0,906,192,938,224
tileinfo,1596,FLOOR_SNAKE_A_2,32,32,0,0,938,192,970,224
tileinfo,1597,FLOOR_SNAKE_A_3,32,32,0,0,970,192,1002,224
tileinfo,1598,FLOOR_SNAKE_C,32,32,0,0,0,224,32,256
tileinfo,1599,FLOOR_SNAKE_C_1,32,32,0,0,32,224,64,256
tileinfo,1600,FLOOR_SNAKE_C_2,32,32,0,0,64,224,96,256
tileinfo,1601,FLOOR_SNAKE_C_3,32,32,0,0,96,224,128,256
tileinfo,1602,FLOOR_SNAKE_D,32,32,0,0,128,224,160,256
tileinfo,1603,FLOOR_SNAKE_D_1,32,32,0,0,160,224,192,256
tileinfo,1604,FLOOR_SNAKE_D_2,32,32,0,0,192,224,224,256
tileinfo,1605,FLOOR_SNAKE_D_3,32,32,0,0,224,224,256,256
tileinfo,1606,FLOOR_SWAMP,32,32,0,0,256,224,288,256
tileinfo,1607,FLOOR_SWAMP_1,32,32,0,0,288,224,320,256
tileinfo,1608,FLOOR_SWAMP_2,32,32,0,0,320,224,352,256
tileinfo,1609,FLOOR_SWAMP_3,32,32,0,0,352,224,384,256
tileinfo,1610,FLOOR_SALT,32,32,0,0,384,224,416,256
tileinfo,1611,FLOOR_SALT_1,32,32,0,0,416,224,448,256
tileinfo,1612,FLOOR_SALT_2,32,32,0,0,448,224,480,256
tileinfo,1613,FLOOR_SALT_3,32,32,0,0,480,224,512,256
tileinfo,1614,FLOOR_SALT_4,32,32,0,0,512,224,544,256
tileinfo,1615,FLOOR_SALT_5,32,32,0,0,544,224,576,256
tileinfo,1616,FLOOR_SPIDER,32,32,0,0,576,224,608,256
tileinfo,1617,FLOOR_SPIDER_1,32,32,0,0,608,224,640,256
tileinfo,1618,FLOOR_SPIDER_2,32,32,0,0,640,224,672,256
tileinfo,1619,FLOOR_SPIDER_3,32,32,0,0,672,224,704,256
tileinfo,1620,FLOOR_SPIDER_4,32,32,0,0,704,224,736,256
tileinfo,1621,FLOOR_SPIDER_5,32,32,0,0,736,224,768,256
tileinfo,1622,FLOOR_SPIDER_6,32,32,0,0,768,224,800,256
tileinfo,1623,FLOOR_SPIDER_7,32,32,0,0,800,224,832,256
tileinfo,1624,FLOOR_SPIDER_8,32,32,0,0,832,224,864,256
tileinfo,1625,FLOOR_SPIDER_9,32,32,0,0,864,224,896,256
tileinfo,1626,FLOOR_SPIDER_10,32,32,0,0,896,224,928,256
tileinfo,1627,FLOOR_SPIDER_11,32,32,0,0,928,224,960,256
